,Day,mW_A,sW_A,mICU_A,sICU_A,mW_P,sW_P,mICU_P,sICU_P
83,82.0,0.9959442794610569,10.258859804923183,0.2533210475006896,1.69143198044908,0.00541735204228878,0.22275296226516367,0.0019806261957384407,0.0
84,83.0,0.7829644747710476,8.065032296041787,0.1999024137987443,1.3347542140857485,0.004227592359606132,0.1738319226811732,0.0015505264564801419,0.0
85,84.0,0.6142511745954659,6.327177950752693,0.15740570760303418,1.0510024744164386,0.0032928618456037687,0.13539727983568128,0.0012114246842943482,0.0
86,85.0,0.48091685531391937,4.953749620570957,0.1236810747024997,0.8258221225283311,0.002560051263664248,0.1052652657756681,0.00094466070528614,0.0
87,86.0,0.37578231281705804,3.8707969349913087,0.0969817633178792,0.6475500461356563,0.001986727032023853,0.08169107861940186,0.0007352555142992141,0.0
88,87.0,0.293066679004827,3.0187732741754303,0.07589335808536474,0.5067421528363537,0.001539079516434315,0.06328451959022678,0.0005712205021797022,0.0
89,88.0,0.22812924889604533,2.3498764239033587,0.059274280673002236,0.3957760910022996,0.001190242596718214,0.04894089624663708,0.00044298769206638764,0.0
90,89.0,0.17725553857899176,1.8258448363316626,0.046206044580881234,0.3085190996375682,0.0009189229625169202,0.037784661287702304,0.0003429418901163884,0.0
91,90.0,0.13748083273769782,1.4161400572362888,0.035951883406244285,0.24005176810479056,0.0007082863964823162,0.029123618276411026,0.0002650381456629087,0.0
92,91.0,0.10644529954129192,1.096454317181373,0.02792251242282692,0.18643942519749607,0.0005450562073120555,0.022411850629607544,0.00020449021806118146,0.0
93,92.0,0.08227552555713838,0.8474902657443908,0.02164792471094129,0.14454382108277172,0.0004187859696826574,0.017219817832346114,0.00015751783494379062,0.0
94,93.0,0.06348803882013748,0.6539671977409842,0.016754259714853274,0.11186867798805925,0.0003212748418973535,0.013210314222753025,0.00012114238903899661,0.0
95,94.0,0.048911036184424266,0.5038147951420144,0.012944910354777751,0.08643354184005547,0.00024609901898388153,0.010119203083218814,9.302236001729036e-05,0.0
96,95.0,0.03762110874154274,0.3875213586186859,0.009985152514118183,0.06667115290526757,0.00018823740807490157,0.007740025003079834,7.132117410241824e-05,0.0
97,96.0,0.028892267226055875,0.29760873678483124,0.007689686789916976,0.05134426169648218,0.00014377346047052644,0.00591173768382099,5.460144260964388e-05,0.0
98,97.0,0.022155011223493386,0.22821071299421578,0.00591257656277599,0.03947844517382939,0.00010965833887391314,0.004508977749749719,4.1740569183502715e-05,0.0
99,98.0,0.016963566459711532,0.17473552857379754,0.0045391489918010655,0.03030802945315714,8.35233149576521e-05,0.0034343468321403007,3.1863603496741516e-05,0.0
100,99.0,0.01296973913961549,0.13359656587589544,0.003479497114838599,0.023232703140872217,6.35315532668291e-05,0.002612317157353171,2.4289965740054035e-05,0.0
101,100.0,0.009902111208136607,0.10199804622805117,0.00266328269943095,0.017782815819052698,4.826130821288119e-05,0.0019844287916480755,1.8491289794995248e-05,0.0
102,101.0,0.007549531501595958,0.0777649782873747,0.0020355918244257458,0.013591705643665561,3.6614100679328256e-05,0.0015055140081960635,1.4058150682731683e-05,0.0
103,102.0,0.00574805076311585,0.05920858038594014,0.0015536393919149743,0.01037369527521512,2.7742701869241904e-05,0.0011407360965971182,1.0673869313702421e-05,0.0
104,103.0,0.004370608729163279,0.04502005096000229,0.001184155873668704,0.007906643108896879,2.0994780159037344e-05,0.0008632722104867331,8.093938656977827e-06,0.0
105,104.0,0.003318913788736711,0.034186923872589696,0.0009013205334708448,0.006018143340197036,1.5868901312466418e-05,0.0006525041658086523,6.129902458978102e-06,0.0
106,105.0,0.002517064386397257,0.025927364805978726,0.000685131011880191,0.004574639635060086,1.1980247142265793e-05,0.0004926088463102713,4.6367512170690906e-06,0.0
107,106.0,0.0019065501796082568,0.019638680001492,0.0005201203039392714,0.0034728583528432794,9.033961117667105e-06,0.00037146221700933826,3.5030894050009177e-06,0.0
108,107.0,0.0014423432651503904,0.01485705340439337,0.00039434950618291454,0.0026330830888825693,6.804465479926425e-06,0.0002797888766417116,2.6434807437614317e-06,0.0
109,108.0,0.001089848390223936,0.01122613189763871,0.00029861887290053533,0.001993886874276602,5.119443149943635e-06,0.0002105034189943929,1.992501188617032e-06,0.0
110,109.0,0.0008225283712691629,0.008472565604762929,0.00022585123626735995,0.0015080152542221498,3.8474556763551895e-06,0.0001582013024817101,1.5001277698767607e-06,0.0
111,110.0,0.0006200589917800024,0.006387002163309067,0.00017061116764743517,0.001139175714090025,2.8883893475971995e-06,0.0001187660093584375,1.1281700654674413e-06,0.0
112,111.0,0.00046689814372964563,0.004809347971046404,0.00012873077611454012,0.0008595391252973994,2.166096581754167e-06,8.906647128923384e-05,8.475136889515418e-07,0.0
113,112.0,0.0003511783338839333,0.0036173602962922056,9.701908187778377e-05,0.0006477992232423738,1.6227379523456203e-06,6.672442238263242e-05,6.359948648014028e-07,0.0
114,113.0,0.0002638510691795336,0.002717833902873242,7.303674015071823e-05,0.0004876684320450627,1.214439126032687e-06,4.9935819327001944e-05,4.767644839535807e-07,0.0
115,114.0,0.00019802702909969575,0.0020398044057430204,5.4921752122647866e-05,0.0003667141316486576,9.079625770840667e-07,3.733398754457512e-05,3.5703106316787283e-07,0.0
116,115.0,0.0001484681167614935,0.0015293160739688586,4.125487157852071e-05,0.0002754599739172474,6.781610317656459e-07,2.7884910845626888e-05,2.6709645417240816e-07,0.0
117,116.0,0.00011119709676377891,0.0011454008521755766,3.095585235355639e-05,0.00020669312388155452,5.060320560091225e-07,2.0807239145111943e-05,1.996173209276724e-07,0.0
118,117.0,8.31980975218146e-05,0.0008569933440197011,2.3203609017587545e-05,0.00015493117031295,3.7723412624528707e-07,1.5511271638375294e-05,1.4904041713377765e-07,0.0
119,118.0,6.218719917181347e-05,0.0006405677216296669,1.7374883279041624e-05,0.00011601259952417087,2.809563805564155e-07,1.1552482753142087e-05,1.1117142548002564e-07,0.0
120,119.0,4.643698309311003e-05,0.0004783304740437857,1.2997204419611276e-05,8.678271082747195e-05,2.0905899158262162e-07,8.596175640732798e-06,8.284626267183336e-08,0.0
121,120.0,3.46425563298476e-05,0.000356840373504005,9.712870411921339e-06,6.485311741274342e-05,1.554202820532469e-07,6.390636597584166e-06,6.168086478835388e-08,0.0
122,121.0,2.581939972357632e-05,0.00026595624622170337,7.251410881039824e-06,4.841788074294855e-05,1.1544153998178644e-07,4.746773847935299e-06,4.5880985906956575e-08,0.0
123,122.0,1.9225594237318013e-05,0.0001980358540276115,5.408566676879332e-06,3.611315654945727e-05,8.567194466125335e-08,3.5226950929791677e-06,3.409781688247761e-08,0.0
124,123.0,1.4302692027318233e-05,0.00014732682878669783,4.030267764001073e-06,2.6910214737627993e-05,6.352484092825661e-08,2.612041156589499e-06,2.53185347431762e-08,0.0
125,124.0,1.0630825030949588e-05,0.00010950426228884666,3.0004386203359146e-06,2.003401568042571e-05,4.706338815237729e-08,1.9351722102128826e-06,1.8783441772172362e-08,0.0
126,125.0,7.8946691131477e-06,8.132011529989047e-05,2.2317299292082246e-06,1.490132545728509e-05,3.483882306795499e-08,1.4325173958863073e-06,1.3923315854780143e-08,0.0
127,126.0,5.857672913488543e-06,6.0337758288137856e-05,1.6584840845368543e-06,1.1073746328337812e-05,2.5768571019734282e-08,1.0595629531140743e-06,1.0312102143379533e-08,0.0
128,127.0,4.342569810706943e-06,4.473123225853752e-05,1.2314033269201518e-06,8.222115724428572e-06,1.9044497556122715e-08,7.830796692484671e-07,7.631233537458309e-09,0.0
129,128.0,3.216659814409234e-06,3.3133642872080856e-05,9.135137317320911e-07,6.0995576785890005e-06,1.4063928031592289e-08,5.782865144569198e-07,5.642754072216531e-09,0.0
130,129.0,2.380707650217307e-06,2.4522803658557932e-05,6.771140412125487e-07,4.521110089420831e-06,1.0377844486089307e-08,4.2672057919775115e-07,4.169097314276752e-09,0.0
131,130.0,1.7605786914979694e-06,1.813508079125325e-05,5.014719288429525e-07,3.3483426115240037e-06,7.652025926540862e-09,3.1463922395316046e-07,3.0778895210383713e-09,0.0
132,131.0,1.3009450219057692e-06,1.3400561526259429e-05,3.710867420260978e-07,2.4777569379894926e-06,5.6379299634478125e-09,2.318227781022949e-07,2.2705419361962876e-09,0.0
133,132.0,9.605547566009118e-07,9.894325200856965e-06,2.74381006272112e-07,1.8320499359027258e-06,4.1508972720336254e-09,1.706783417776984e-07,1.6736969570268292e-09,0.0
134,133.0,7.086803828394095e-07,7.299858881646471e-06,2.027160322676062e-07,1.3535408261970151e-06,3.053854465861846e-09,1.2556967376076673e-07,1.2328211933531917e-09,0.0
135,134.0,5.224552381779512e-07,5.381621395240845e-06,1.4965220245996688e-07,9.992320957252452e-07,2.245140851738616e-09,9.231664686425231e-08,9.074116907690564e-10,0.0
136,135.0,3.8487821036825314e-07,3.964490467553342e-06,1.1039374748572018e-07,7.371022533706325e-07,1.649424736537565e-09,6.78217408115775e-08,6.674128935420682e-10,0.0
137,136.0,2.833206100527671e-07,2.918382562475774e-06,8.137246011159822e-08,5.43326275958967e-07,1.2109318805287727e-09,4.979160692963704e-08,4.905412968981758e-10,0.0
138,137.0,2.0840999806767705e-07,2.146755592870707e-06,5.993591738630345e-08,4.001938585244153e-07,8.884024745509804e-10,3.652970701278703e-08,3.602898477681563e-10,0.0
139,138.0,1.5319665607060304e-07,1.578023037656098e-06,4.411422208190374e-08,2.9455194014923624e-07,6.513389943730594e-10,2.6782031018629095e-08,2.644408486013131e-10,0.0
140,139.0,1.1253175305388205e-07,1.1591486612149904e-06,3.244567030304857e-08,2.1664068153489667e-07,4.772171144065459e-10,1.9622414243690216e-08,1.9395886050008402e-10,0.0
141,140.0,8.260389901565433e-08,8.508727213134873e-07,2.384659204364929e-08,1.5922438662441265e-07,3.494143967208205e-10,1.4367368286217952e-08,1.4216728405002426e-10,0.0
142,141.0,6.059407660666084e-08,6.241575454933025e-07,1.7514269116262012e-08,1.1694328280146784e-07,2.5567342107850475e-10,1.0512887379872729e-08,1.0413649822809121e-10,0.0
143,142.0,4.441895694313254e-08,4.575435206145327e-07,1.2854595482890294e-08,8.583050682133997e-08,1.8696246802245087e-10,7.687601481186303e-09,7.622961691999528e-11,0.0
144,143.0,3.254013881524815e-08,3.351841353203165e-07,9.42822594411522e-09,6.295253804653872e-08,1.3663165087695825e-10,5.618077749874929e-09,5.5765561891987876e-11,0.0
145,144.0,2.3822509761054355e-08,2.4538700897234967e-07,6.910525799414652e-09,4.614178116730141e-08,9.978841380636733e-11,4.103142015064447e-09,4.076937267978901e-11,0.0
146,145.0,1.7429174086172327e-08,1.7953158339580944e-07,5.061812147670478e-09,3.3797866502080447e-08,7.283575839562744e-11,2.9948913813991555e-09,2.978732568992051e-11,0.0
147,146.0,1.2743575891564993e-08,1.3126694051168167e-07,3.705262298706273e-09,2.4740143820726146e-08,5.313107720462483e-11,2.18466600347964e-09,2.17501567107091e-11,0.0
148,147.0,9.311828281871474e-09,9.591775648626887e-08,2.7105285482259632e-09,1.8098277721582252e-08,3.87342978617385e-11,1.5926931686570107e-09,1.5871955226607683e-11,0.0
149,148.0,6.800042234294544e-09,7.004476192878429e-08,1.981595978428e-09,1.323117381406407e-08,2.822210584511381e-11,1.1604484311313247e-09,1.1575488390303737e-11,0.0
150,149.0,4.962780164692644e-09,5.1119793548878125e-08,1.4477922734894509e-09,9.666950995931245e-09,2.0551016207448365e-11,8.450253374773178e-10,8.43709010342811e-12,0.0
151,150.0,3.619752995150863e-09,3.728575912479601e-08,1.0571369366790623e-09,7.058533983079603e-09,1.4956527290830497e-11,6.149887866295436e-10,6.146021279429813e-12,0.0
152,151.0,2.638620440809916e-09,2.717946951341668e-08,7.714252402934069e-10,5.150828700699782e-09,1.087890459224734e-11,4.4732337961543347e-10,4.474524677419873e-12,0.0
153,152.0,1.9223060781601225e-09,1.9800975782167252e-08,5.625973995491307e-10,3.75647915206216e-09,7.908603237888585e-12,3.2518927787370824e-10,3.2557768195478412e-12,0.0
154,153.0,1.3996493778644535e-09,1.4417279198922128e-08,4.10059118465911e-10,2.7379766256734407e-09,5.74616176327529e-12,2.3627309881888525e-10,2.3676665771155304e-12,0.0
155,154.0,1.018522130458239e-09,1.0491426036642369e-08,2.987057813405574e-10,1.9944671644509656e-09,4.172751309754103e-12,1.7157694530238914e-10,1.7208694197329099e-12,0.0
156,155.0,7.407633918004465e-10,7.630334288593413e-09,2.1746663564243244e-10,1.4520310326968648e-09,3.0285646116583167e-12,1.2452979488726635e-10,1.2500861437660722e-12,0.0
157,156.0,5.384552837170535e-10,5.546432045237109e-09,1.582329325727948e-10,1.0565258795289778e-09,2.1969688688738017e-12,9.033589098987674e-11,9.07610990805847e-13,0.0
158,157.0,3.9118668194607967e-10,4.029471738930578e-09,1.1506935135746785e-10,7.68321396014372e-10,1.5928931803235738e-12,6.549725248041012e-11,6.586131538299773e-13,0.0
159,158.0,2.840441818826525e-10,2.9258358127375286e-09,8.363426517259696e-11,5.584284139433937e-10,1.1543247490643793e-12,4.746401106350244e-11,4.776776378364429e-13,0.0
160,159.0,2.0613807967625234e-10,2.1233533878010972e-09,6.075384928439386e-11,4.056552135279145e-10,8.360857535046253e-13,3.4378526048709924e-11,3.462710838527432e-13,0.0
161,160.0,1.4952164122193375e-10,1.5401680462765491e-09,4.410942991712607e-11,2.945199427260434e-10,6.052822022252551e-13,2.488824844676213e-11,2.50886468928535e-13,0.0
162,161.0,1.0839926522237535e-10,1.1165814070188826e-09,3.2008125261399256e-11,2.1371918060303848e-10,4.3797769984264586e-13,1.8008951473793005e-11,1.8168571599884124e-13,0.0
163,162.0,7.854670468604768e-11,8.090810380967444e-10,2.3214705312529358e-11,1.55005260596068e-10,3.1676398896596113e-13,1.3024835072613536e-11,1.3150723436976424e-13,0.0
164,163.0,5.688683712460787e-11,5.859706198851368e-10,1.6828414258079007e-11,1.1236381002365238e-10,2.289875996841235e-13,9.415608539643238e-12,9.51407448040957e-14,0.0
165,164.0,4.117945343294104e-11,4.2417457314028726e-10,1.2192792326464918e-11,8.141162795365736e-11,1.6545621264600795e-13,6.8032982173523025e-12,6.879773948350506e-14,0.0
166,165.0,2.979456652966466e-11,3.0690299375150745e-10,8.829699999477682e-12,5.895616295699678e-11,1.1949553939495738e-13,4.913467902753183e-12,4.972503941702389e-14,0.0
167,166.0,2.1546857924680576e-11,2.219463470441464e-10,6.391080386737752e-12,4.267342908298877e-11,8.626215640585361e-14,3.5469636680038495e-12,3.5922952691310913e-14,0.0
168,167.0,1.5574848733334728e-11,1.6043085234108628e-10,4.62371324330894e-12,3.08726674128307e-11,6.224312422468362e-14,2.5593389895017937e-12,2.593984453259975e-14,0.0
169,168.0,1.1252766830036593e-11,1.1591065856546162e-10,3.3434778554295055e-12,2.2324498601251743e-11,4.489183132826762e-14,1.8458812223794253e-12,1.8722491677936227e-14,0.0
170,169.0,8.126301438434053e-12,8.370607563964658e-11,2.416571089984796e-12,1.613551524816685e-11,3.2363128200457355e-14,1.3307207319267008e-12,1.3507136707637848e-14,0.0
171,170.0,5.8657986023717735e-12,6.042145805406914e-11,1.7458094270936671e-12,1.1656820173016523e-11,2.332078795269172e-14,9.589139783179162e-13,9.740218717347636e-15,0.0
172,171.0,4.2321828118410956e-12,4.359417593018173e-11,1.260644834091011e-12,8.417362115809408e-12,1.6797621201943423e-14,6.906916612641212e-13,7.0207294327874464e-15,0.0
173,172.0,3.0521588851047155e-12,3.143917862712545e-11,9.098918880031453e-13,6.075374522977696e-12,1.2093901419912272e-14,4.972821307529719e-13,5.058318646624076e-15,0.0
174,173.0,2.2001771815358186e-12,2.266322495830909e-11,6.564329883467503e-13,4.383022099687272e-12,8.703648501086775e-15,3.5788028376179173e-13,3.642862823595032e-15,0.0
175,174.0,1.5853249123415276e-12,1.6329855350707704e-11,4.733658770508881e-13,3.160677688635484e-12,6.261158580661449e-15,2.574489547969346e-13,2.6223723813784465e-15,0.0
176,175.0,1.1418032917834487e-12,1.1761300442977462e-11,3.412021714858051e-13,2.2782167938421732e-12,4.502239857068735e-15,1.8512499412289208e-13,1.8869613453209176e-15,0.0
177,176.0,8.220134121612491e-13,8.467261198279248e-12,2.4583131977039845e-13,1.6414228511925134e-12,3.2361243773582928e-15,1.330643247269035e-13,1.3572219945846056e-15,0.0
178,177.0,5.915389033924747e-13,6.093227105381135e-12,1.7704166535823213e-13,1.1821123337888562e-12,2.3251259560628464e-15,9.560550806179468e-14,9.757984592150178e-16,0.0
179,178.0,4.255069576171854e-13,4.382992416580051e-12,1.2744676782489782e-13,8.509657647113358e-13,1.6699154470126312e-15,6.866428647255886e-14,7.012821642559588e-16,0.0
180,179.0,3.059504371251978e-13,3.151484180842768e-12,9.170635063221428e-14,6.12325962646991e-13,1.1988674776302876e-15,4.929553773150854e-14,5.037916010001807e-16,0.0
